Serial Number,Main Office,Branch Number,Established Date,Acquired Date,City,County,State,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
248,0,3161,12/18/1979,11/13/2004,Roscoe,Winnebago,IL,60352,62652,67453,74806,77919,81732,87867
249,0,3162,09/03/1974,11/13/2004,Loves Park,Winnebago,IL,37738,39836,41436,44675,44366,47504,51260
250,0,3165,03/12/1990,11/13/2004,Peoria,Peoria,IL,46566,53506,63793,69923,79197,88968,101359
251,0,3166,08/05/1996,11/13/2004,Peoria,Peoria,IL,7349,8771,10367,12133,14037,14920,16683
252,0,3167,02/01/1899,11/13/2004,Champaign,Champaign,IL,132245,154246,156466,196952,219112,238675,288419
253,0,3168,08/11/1986,11/13/2004,Urbana,Champaign,IL,38302,47738,53600,67360,83469,107057,127505
254,0,3169,08/10/1964,11/13/2004,Champaign,Champaign,IL,78768,87919,100913,115225,125922,138431,155921
255,0,3170,05/02/1902,11/13/2004,Bloomington,McLean,IL,138028,134617,143795,161848,187242,184926,205044
256,0,3171,05/28/1968,11/13/2004,Bloomington,McLean,IL,11533,13158,14552,16931,19868,23006,26787
257,0,3172,05/15/1987,11/13/2004,Bloomington,McLean,IL,11397,11893,13009,14558,16278,16318,17689
258,0,3174,02/15/1997,11/13/2004,Peoria,Peoria,IL,7032,8480,10280,12077,14160,15285,17046
259,0,3175,06/11/1979,11/13/2004,Moline,Rock Island,IL,19507,20261,22932,23846,24612,25494,28408
260,0,3176,03/20/1998,11/13/2004,Moline,Rock Island,IL,40202,39808,39525,42844,49015,50294,57638
261,0,3180,11/19/2002,11/13/2004,Frisco,Collin,TX,34582,38765,48129,60084,61175,69403,76470
262,0,3181,12/12/2002,11/13/2004,Ann Arbor,Washtenaw,MI,36720,44596,50166,59725,63849,84024,93265
263,0,3182,12/09/2002,11/13/2004,Boulder,Boulder,CO,303690,331659,348593,412092,432497,510236,592839
264,0,3183,12/09/2002,11/13/2004,Orem,Utah,UT,73840,110056,137898,160487,183406,204341,221048
265,0,3184,01/13/2003,11/13/2004,Pearland,Brazoria,TX,32025,39532,44983,52071,59075,69050,82445
266,0,3188,02/26/2003,11/13/2004,Colorado Springs,El Paso,CO,11604,12538,12976,16135,17908,18830,21073
267,0,3189,10/20/2002,11/13/2004,Katy,Fort Bend,TX,59621,71882,88053,105888,130955,156907,189207
268,0,3191,04/02/2003,11/13/2004,Odessa,Ector,TX,22097,25706,32063,37062,41898,46506,45902
269,0,3193,04/14/2003,11/13/2004,Colorado Springs,El Paso,CO,19893,23934,27497,35147,35996,38658,43490
270,0,3194,01/01/1854,11/13/2004,Louisville,Jefferson,KY,1471105,1737263,2121343,1620436,1732954,2012930,1873614
271,0,3195,06/29/1964,11/13/2004,Louisville,Jefferson,KY,49526,50528,52786,55019,56493,59200,60341
272,0,3196,10/28/1957,11/13/2004,Louisville,Jefferson,KY,27740,23811,24292,24373,24640,26581,27427
273,0,3197,10/28/1957,11/13/2004,Louisville,Jefferson,KY,0,0,0,0,0,0,0
274,0,3198,11/24/1961,11/13/2004,Louisville,Jefferson,KY,81755,80153,87148,95964,116748,118597,130595
275,0,3199,01/11/1965,11/13/2004,Jeffersontown,Jefferson,KY,45093,46449,49414,50867,54737,57364,62906
276,0,3200,01/01/1854,11/13/2004,Louisville,Jefferson,KY,36832,38329,41855,46346,54955,61170,63912
277,0,3202,01/01/1854,11/13/2004,Louisville,Jefferson,KY,17985,16398,17627,16507,17056,31426,31077
278,0,3203,07/17/1959,11/13/2004,Louisville,Jefferson,KY,33160,35508,39089,40732,46153,43699,48590
279,0,3204,12/19/1960,11/13/2004,Louisville,Jefferson,KY,101967,103510,116170,122922,135570,142703,158155
280,0,3205,02/16/1970,11/13/2004,Louisville,Jefferson,KY,74956,80748,85229,97142,97381,104717,114979
281,0,3206,10/21/1974,11/13/2004,Louisville,Jefferson,KY,32720,32969,35604,37871,39485,46028,46726
282,0,3207,01/06/1975,11/13/2004,Louisville,Jefferson,KY,30964,31102,35746,37015,35800,38800,42608
283,0,3208,04/14/1975,11/13/2004,Louisville,Jefferson,KY,32345,31329,34315,35211,37007,41235,44175
284,0,3209,02/23/1976,11/13/2004,Louisville,Jefferson,KY,41235,39243,40959,45163,45846,47352,52247
285,0,3210,05/01/1978,11/13/2004,Louisville,Jefferson,KY,41763,43460,47111,48761,51484,49210,52225
286,0,3211,07/09/1980,11/13/2004,Louisville,Jefferson,KY,50779,49636,52806,55525,61607,70849,77475
287,0,3212,11/01/1931,11/13/2004,Louisville,Jefferson,KY,22690,24915,27145,30395,31118,32832,39331
288,0,3213,02/05/1968,11/13/2004,Louisville,Jefferson,KY,33473,35457,38500,39072,40009,39374,41381
289,0,3214,12/08/1971,11/13/2004,Louisville,Jefferson,KY,16696,19364,20797,23728,24041,24830,29278
290,0,3215,10/16/1978,11/13/2004,Louisville,Jefferson,KY,42923,40042,44914,51466,51362,57033,64189
291,0,3217,05/16/1935,11/13/2004,Owensboro,Daviess,KY,28437,27918,32121,30403,32347,31695,28914
292,0,3219,10/08/1965,11/13/2004,Owensboro,Daviess,KY,56145,56138,64857,66310,154500,111554,123194
293,0,3220,08/21/1967,11/13/2004,Owensboro,Daviess,KY,57556,42738,30523,32110,32244,32075,35790
294,0,3221,03/06/1989,11/13/2004,Owensboro,Daviess,KY,38131,41893,40749,43731,45036,45228,49439
295,0,3222,12/15/1975,11/13/2004,Elizabethtown,Hardin,KY,52690,57971,55227,57542,57997,67740,73349
296,0,3223,05/08/1982,11/13/2004,Radcliff,Hardin,KY,24451,25217,28935,29409,30957,32312,34042
297,0,3224,04/17/1995,11/13/2004,Shelbyville,Shelby,KY,24986,26055,30332,33154,35986,40080,39974
298,0,3225,01/01/1932,11/13/2004,New Albany,Floyd,IN,33457,30674,33823,39855,44293,46516,48082
299,0,3226,11/12/1973,11/13/2004,Scottsburg,Scott,IN,26117,25163,27940,28492,29116,28704,32603
300,0,3227,03/07/1922,11/13/2004,Corydon,Harrison,IN,17622,18263,20819,22118,24424,25859,28446
301,0,3228,01/23/1975,11/13/2004,New Salisbury,Harrison,IN,21341,20913,23729,24242,23544,24671,26033
302,0,3229,11/15/1978,11/13/2004,Corydon,Harrison,IN,40636,38964,38377,39486,41734,41036,38868
303,0,3230,05/16/1994,11/13/2004,Charlestown,Clark,IN,37712,37516,40663,41298,42788,44540,43813
304,0,3231,01/15/1996,11/13/2004,Elizabethtown,Hardin,KY,11819,11903,13591,17047,20475,21993,28162
305,0,3232,01/01/1906,11/13/2004,Lexington,Fayette,KY,420086,369387,406018,315589,341038,342410,327094
306,0,3233,12/21/1959,11/13/2004,Lexington,Fayette,KY,24499,25496,29099,32681,32980,35279,39292
307,0,3234,03/02/1964,11/13/2004,Lexington,Fayette,KY,53785,56823,60469,65954,71264,73602,80565
308,0,3235,10/19/1897,11/13/2004,Richmond,Madison,KY,43942,44982,46161,48350,50436,51364,54957
309,0,3236,08/26/1974,11/13/2004,Richmond,Madison,KY,43951,46111,50020,57908,61640,62848,66524
310,0,3237,01/25/1965,11/13/2004,Lexington,Fayette,KY,51808,47165,50463,54926,58388,58636,60221
311,0,3238,06/04/1953,11/13/2004,Lexington,Fayette,KY,33870,37320,40360,44109,49646,53426,60685
312,0,3239,03/19/1957,11/13/2004,Lexington,Fayette,KY,38982,38791,38091,39246,40558,46080,48052
313,0,3240,02/04/1958,11/13/2004,Lexington,Fayette,KY,36310,35281,35846,36282,36809,37287,38320
314,0,3241,12/01/1969,11/13/2004,Lexington,Fayette,KY,67218,68775,72275,73367,74509,80355,79208
315,0,3242,11/01/1972,11/13/2004,Lexington,Fayette,KY,54368,59895,67542,74890,77924,85627,90803
316,0,3243,01/19/1976,11/13/2004,Lexington,Fayette,KY,20101,22400,25057,27636,29217,33243,36266
317,0,3244,11/03/1976,11/13/2004,Lexington,Fayette,KY,48450,49413,53208,55952,57159,62497,64953
318,0,3245,09/15/1986,11/13/2004,Lexington,Fayette,KY,21541,22257,23480,28324,32984,35719,54019
319,0,3246,01/20/1987,11/13/2004,Lexington,Fayette,KY,58869,64286,75924,83965,90366,95993,107206
320,0,3247,09/10/1990,11/13/2004,Lexington,Fayette,KY,99200,107398,119826,129002,143910,152350,162568
321,0,3248,01/01/1865,11/13/2004,Danville,Boyle,KY,41013,35786,40089,40591,42754,44240,45472
322,0,3249,02/11/1995,11/13/2004,Nicholasville,Jessamine,KY,16603,16559,19914,20583,24129,23138,25797
323,0,3250,03/18/1996,11/13/2004,Crestwood,Oldham,KY,16823,21073,24144,28609,30282,30501,33292
324,0,3251,12/15/1958,11/13/2004,Clarksville,Clark,IN,23188,24065,24441,23447,23412,25196,26403
325,0,3252,08/07/1972,11/13/2004,Sellersburg,Clark,IN,47785,51345,56493,58973,61351,65494,75756
326,0,3253,12/22/1972,11/13/2004,Jeffersonville,Clark,IN,42228,41485,44265,49430,48462,48584,54002
327,0,3254,11/07/1917,11/13/2004,Jeffersonville,Clark,IN,63488,64426,68780,68689,69680,68625,73478
328,0,3255,01/21/1971,11/13/2004,Jeffersonville,Clark,IN,30315,30279,31569,34097,32942,34815,34867
329,0,3256,08/29/1989,11/13/2004,Floyds Knobs,Floyd,IN,24786,25224,29682,33054,35786,39494,44650
330,0,3257,02/19/1991,11/13/2004,New Albany,Floyd,IN,31123,30415,36480,36208,39676,40637,42960
331,0,3258,03/11/2002,11/13/2004,Louisville,Jefferson,KY,50581,50949,51498,50928,51169,51207,53999
332,0,3259,09/16/2002,11/13/2004,Bowling Green,Warren,KY,16091,21002,21195,27602,31926,34532,40849
333,0,3260,12/06/2002,11/13/2004,Lexington,Fayette,KY,9887,12565,15189,16062,17947,19445,22776
334,0,3263,01/01/1900,11/13/2004,Norman,Cleveland,OK,35731,35753,40803,42553,45875,48025,49546
335,0,3264,06/10/1971,11/13/2004,Norman,Cleveland,OK,0,0,0,0,0,0,0
336,0,3265,11/14/1983,11/13/2004,Norman,Cleveland,OK,42788,46378,50160,55535,65619,72002,77883
337,0,3266,05/27/1948,11/13/2004,Oklahoma City,Oklahoma,OK,114618,112359,124318,135164,143901,142221,150378
338,0,3267,12/03/1985,11/13/2004,Oklahoma City,Oklahoma,OK,44872,44033,49606,55132,55495,56877,65066
339,0,3268,08/10/1984,11/13/2004,Oklahoma City,Oklahoma,OK,47387,49765,61272,68119,73875,79963,78946
340,0,3269,01/01/1898,11/13/2004,Edmond,Oklahoma,OK,46620,49499,53634,59315,64562,70615,74248
341,0,3270,09/03/1974,11/13/2004,Choctaw,Oklahoma,OK,40212,40892,41060,43237,43470,44000,45084
342,0,3271,12/18/1992,11/13/2004,Midwest City,Oklahoma,OK,22622,20971,24444,26448,26718,28310,31022
343,0,3272,04/05/1976,11/13/2004,Edmond,Oklahoma,OK,94023,107595,113650,123366,130037,143129,156022
344,0,3273,03/22/1984,11/13/2004,Edmond,Oklahoma,OK,51704,52705,59219,76288,77261,89524,97937
345,0,3274,12/03/1979,11/13/2004,Midwest City,Oklahoma,OK,23318,24363,27656,28876,26566,28500,30163
346,0,3275,01/31/1994,11/13/2004,Oklahoma City,Oklahoma,OK,50898,51938,59790,68897,71306,73019,86481
347,0,3276,10/02/1967,11/13/2004,Oklahoma City,Oklahoma,OK,34283,36349,39838,41635,42712,44795,48239
348,0,3277,02/10/1977,11/13/2004,Oklahoma City,Oklahoma,OK,82978,75579,81320,87954,93578,105880,134801
349,0,3278,07/20/1964,11/13/2004,Oklahoma City,Oklahoma,OK,101495,100175,105980,113528,115945,121246,134148
350,0,3279,09/30/1985,11/13/2004,Oklahoma City,Oklahoma,OK,40636,40516,45709,51671,54394,54079,56183
351,0,3280,11/30/1993,11/13/2004,Oklahoma City,Cleveland,OK,36348,41598,47564,58932,57591,62055,66331
352,0,3281,07/29/1895,11/13/2004,Tulsa,Tulsa,OK,347773,333764,328126,301545,435028,350566,375922
353,0,3283,01/20/1987,11/13/2004,Tulsa,Tulsa,OK,37309,38240,40130,41694,45269,48599,51331
354,0,3284,01/01/1898,11/13/2004,Tulsa,Tulsa,OK,42435,39495,41771,47526,90755,65634,78033
355,0,3285,01/01/1898,11/13/2004,Tulsa,Tulsa,OK,32274,32245,35429,38738,40883,39037,40156
356,0,3286,05/27/1968,11/13/2004,Tulsa,Tulsa,OK,48417,50583,60430,70250,73687,73056,75931
357,0,3287,05/01/1958,11/13/2004,Tulsa,Tulsa,OK,13358,13041,13081,13854,13463,13356,13741
358,0,3288,05/15/1995,11/13/2004,Tulsa,Tulsa,OK,24216,26394,32636,34115,36419,38211,40685
359,0,3289,03/31/1997,11/13/2004,Tulsa,Tulsa,OK,32888,33984,41260,43895,47237,59271,67501
360,0,3290,06/30/1985,11/13/2004,Broken Arrow,Tulsa,OK,33764,33603,36835,35005,39136,38391,41481
361,0,3291,01/02/1973,11/13/2004,Jenks,Tulsa,OK,31325,31327,36112,39721,44082,45928,48507
362,0,3292,05/01/2003,11/13/2004,Oklahoma City,Oklahoma,OK,24048,26362,29537,34736,37228,41543,44400
363,0,3293,04/28/2003,11/13/2004,Colorado Springs,El Paso,CO,23573,25668,29099,30629,34819,40867,42602
364,0,3294,05/19/2003,11/13/2004,Cave Creek,Maricopa,AZ,32229,35475,41526,48503,73475,81515,88434
365,0,3296,05/21/2003,11/13/2004,New Hudson,Oakland,MI,32412,39186,52291,56168,63489,66078,72596
366,0,3298,05/23/2003,11/13/2004,Venice,Sarasota,FL,0,0,0,0,0,0,0
367,0,3299,06/10/2003,11/13/2004,Gilbert,Maricopa,AZ,22956,22836,30612,46865,49533,57605,65786
368,0,3301,10/04/2002,11/13/2004,Glendale,Maricopa,AZ,15371,13496,15950,19164,19728,20498,24263
369,0,3302,10/28/2002,11/13/2004,Peoria,Maricopa,AZ,34786,35339,41672,46303,49876,54343,57788
370,0,3303,12/16/2002,11/13/2004,Scottsdale,Maricopa,AZ,70163,77272,89516,115350,129791,126004,158034
371,0,3304,08/26/2002,11/13/2004,Arvada,Jefferson,CO,29652,30257,37858,43209,47897,54503,60430
372,0,3305,09/09/2002,11/13/2004,Highlands Ranch,Douglas,CO,50828,62093,83554,94289,112716,122666,140866
373,0,3306,09/23/2002,11/13/2004,Aurora,Arapahoe,CO,21242,35060,45202,53484,55223,58958,77258
374,0,3307,12/02/2002,11/13/2004,Aurora,Arapahoe,CO,32581,36477,38961,42257,49329,57362,66984
375,0,3308,12/16/2002,11/13/2004,Longmont,Boulder,CO,35356,41698,47664,57088,62688,71303,75858
376,0,3309,11/18/2002,11/13/2004,Westminster,Adams,CO,34809,38367,40623,43427,49026,53667,57504
377,0,3310,07/01/2002,11/13/2004,Rockford,Winnebago,IL,0,0,0,0,0,0,0
378,0,3316,07/01/2002,11/13/2004,Lexington,Fayette,KY,35912,45937,50920,67462,71329,78145,92147
379,0,3318,07/01/2002,11/13/2004,Edmond,Oklahoma,OK,0,0,0,0,0,0,0
380,0,3320,07/11/2002,11/13/2004,Flower Mound,Denton,TX,115348,120352,128100,148696,167961,189396,214036
381,0,3321,08/22/2002,11/13/2004,Plano,Collin,TX,35473,41359,46511,54008,65162,72781,103626
382,0,3322,09/30/2002,11/13/2004,San Antonio,Bexar,TX,16087,15399,16366,17116,19826,20129,22978
383,0,3324,08/13/2003,11/13/2004,Phoenix,Maricopa,AZ,6550,7237,9227,10414,11047,11598,12917
384,0,3325,07/30/2003,11/13/2004,The Woodlands,Montgomery,TX,33482,38127,43621,52719,58830,69539,79890
385,0,3327,07/21/2003,11/13/2004,Houston,Harris,TX,69261,77904,89059,94375,101707,103813,107203
386,0,3328,08/20/2003,11/13/2004,Skokie,Cook,IL,60645,66684,75550,84567,97043,103543,111291
387,0,3329,08/27/2003,11/13/2004,Colorado Springs,El Paso,CO,15879,19653,23681,22425,23776,48541,54740
388,0,3331,07/16/2003,11/13/2004,Fort Collins,Larimer,CO,53623,52005,61225,65562,76108,94929,112591
389,0,3332,09/22/2003,11/13/2004,Oro Valley,Pima,AZ,33614,35520,49943,53645,51124,51708,62561
390,0,3333,09/25/2003,11/13/2004,Chicago,Cook,IL,17779,21372,26279,29078,32779,36593,40237
391,0,3336,10/27/2003,11/13/2004,Louisville,Jefferson,KY,32645,40514,45293,60493,71504,73623,91377
392,0,3337,11/05/2003,11/13/2004,Rockwall,Rockwall,TX,26264,32178,35479,39097,48218,52354,65612
393,0,3338,11/05/2003,11/13/2004,Cedar Park,Williamson,TX,24528,29254,35380,39088,42557,46773,57694
394,0,3339,11/19/2003,11/13/2004,Chicago,Cook,IL,42322,57275,67123,79411,82739,94857,112433
395,0,3340,10/13/2003,11/13/2004,Gilbert,Maricopa,AZ,24960,30424,29148,31132,33019,34435,39808
396,0,3341,10/13/2003,11/13/2004,Columbia City,Whitley,IN,33029,33807,36698,38852,42599,47852,53067
397,0,3342,10/15/2003,11/13/2004,Mckinney,Collin,TX,25171,22328,26614,31955,33511,31881,36190
398,0,3343,10/16/2003,11/13/2004,Chicago,Cook,IL,38533,47375,53261,62296,71739,79885,91578
399,0,3344,12/02/2003,11/13/2004,Round Rock,Williamson,TX,18608,20086,23205,24612,28208,36876,34706
400,0,3345,12/02/2003,11/13/2004,South Houston,Harris,TX,9861,10308,12552,14018,15165,16623,18181
401,0,3346,12/03/2003,11/13/2004,Cedar Hill,Dallas,TX,39833,40161,43974,51273,50806,54338,65396
402,0,3347,12/09/2003,11/13/2004,Houston,Harris,TX,20317,24233,29267,34764,36919,42683,50506
403,0,3348,12/09/2003,11/13/2004,Chicago,Cook,IL,29895,30755,32230,39479,42534,45409,50347
404,0,3349,12/10/2003,11/13/2004,Chandler,Maricopa,AZ,27990,36225,40383,43454,51151,60582,68245
405,0,3350,12/10/2003,11/13/2004,Huntley,Kane,IL,58949,64374,71029,80279,89943,96959,111049
406,0,3351,12/10/2003,11/13/2004,Grand Rapids,Kent,MI,20392,23287,29667,32704,37690,51058,63335
407,0,3352,12/15/2003,11/13/2004,Chicago,Cook,IL,49952,57415,65144,79133,91040,108448,125273
408,0,3353,12/15/2003,11/13/2004,Chicago,Cook,IL,23728,36335,35991,46580,51151,54694,65928
409,0,3354,12/15/2003,11/13/2004,Bloomington,Monroe,IN,26289,28520,31381,36162,38195,41584,48159
410,0,3355,12/16/2003,11/13/2004,Chicago,Cook,IL,7651,9364,11134,13366,13913,17193,20241
411,0,3356,12/16/2003,11/13/2004,Chicago,Cook,IL,13617,16333,42818,50864,62069,70900,77870
412,0,3357,12/17/2003,11/13/2004,Chicago,Cook,IL,18636,20080,22556,24547,25745,28652,32034
413,0,3359,12/17/2003,11/13/2004,West Jordan,Salt Lake,UT,15847,17094,27279,29182,31671,32762,54799
414,0,3360,12/17/2003,11/13/2004,Chicago,Cook,IL,56229,59769,76509,98381,137302,148222,171397
415,0,3361,12/17/2003,11/13/2004,Louisville,Jefferson,KY,16547,17363,19910,24112,25555,24675,27603
416,0,3362,12/17/2003,11/13/2004,Yukon,Canadian,OK,19625,23395,26672,30266,36028,48535,45996
417,0,3363,12/18/2003,11/13/2004,Addison,DuPage,IL,29723,31871,38918,45648,47730,53121,58775
418,0,3364,12/18/2003,11/13/2004,Allen,Collin,TX,65229,41832,43176,49834,55574,60034,75463
419,0,3365,12/18/2003,11/13/2004,Naperville,DuPage,IL,38766,46455,61708,65506,92754,94915,91270
420,0,3366,12/19/2003,11/13/2004,Phoenix,Maricopa,AZ,49112,59509,78872,65195,66451,73911,81701
421,0,3367,12/19/2003,11/13/2004,Riverwoods,Lake,IL,49470,59230,72756,78846,91037,106353,131711
422,0,3368,12/23/2003,11/13/2004,Coppell,Dallas,TX,41455,51304,59749,82015,102312,89626,101862
423,0,3370,12/29/2003,11/13/2004,San Antonio,Bexar,TX,25356,33851,41416,29398,35800,29717,39694
424,0,3371,12/29/2003,11/13/2004,Gonzales,Ascension,LA,40551,43387,52789,63547,69141,75648,85443
425,0,3372,12/29/2003,11/13/2004,Shreveport,Caddo,LA,37638,42101,46833,50698,61285,68310,79028
426,0,3373,01/05/2004,11/13/2004,Marrero,Jefferson,LA,52504,52266,51488,61002,60827,65441,69135
427,0,3374,01/26/2004,11/13/2004,Temple,Bell,TX,47404,50721,56131,65034,72815,74147,82409
428,0,3375,01/30/2004,11/13/2004,Chicago,Cook,IL,34231,44963,55462,67161,74000,81682,97637
429,0,3376,02/04/2004,11/13/2004,Frankfort,Will,IL,48689,57090,68000,79627,109862,136117,157776
430,0,3378,02/18/2004,11/13/2004,Appleton,Calumet,WI,13803,16099,18557,22123,25778,27696,28530
431,0,3379,03/04/2004,11/13/2004,Vernon Hills,Lake,IL,31773,34444,41381,48666,54216,63139,70292
432,0,3382,02/25/2004,11/13/2004,Parker,Douglas,CO,55484,36612,45387,48134,54725,59241,70286
433,0,3383,03/08/2004,11/13/2004,Niles,Cook,IL,44772,54247,60991,71744,79509,85459,94518
434,0,3384,03/10/2004,11/13/2004,The Woodlands,Montgomery,TX,59669,68703,83276,102096,120939,156509,163249
435,0,3385,03/18/2004,11/13/2004,Chicago,Cook,IL,57310,80281,103599,118947,145725,152335,172648
436,0,3386,03/24/2004,11/13/2004,Colorado Springs,El Paso,CO,17345,19344,24361,36370,41284,44564,49581
437,0,3387,03/29/2004,11/13/2004,Indianapolis,Marion,IN,31420,37579,41715,46511,48824,54158,64208
438,0,3388,03/30/2004,11/13/2004,Tomball,Harris,TX,35622,39219,47348,54851,61559,77379,92124
439,0,3389,03/31/2004,11/13/2004,Phoenix,Maricopa,AZ,9507,11095,13113,28546,29709,35514,36478
440,0,3390,03/31/2004,11/13/2004,Hazel Crest,Cook,IL,14168,15285,16121,18139,19979,23446,25185
441,0,3392,04/13/2004,11/13/2004,Cypress,Harris,TX,40880,42343,52747,61224,71311,83809,92722
442,0,3393,04/14/2004,11/13/2004,Norridge,Cook,IL,50870,57566,72018,82400,148473,160916,179203
443,0,3394,04/14/2004,11/13/2004,Lake In The Hills,McHenry,IL,69603,77931,88732,100384,106211,112655,122634
444,0,3395,04/16/2004,11/13/2004,Chicago,Cook,IL,17069,17763,22262,26310,29164,31656,34535
445,0,3397,04/28/2004,11/13/2004,Bolingbrook,Will,IL,35200,41251,51139,61988,63152,75161,84056
446,0,3398,05/04/2004,11/13/2004,Naples,Collier,FL,0,0,0,0,0,0,0
447,0,3399,05/05/2004,11/13/2004,Fort Worth,Tarrant,TX,18931,19141,20325,22180,24459,27143,30390
448,0,3400,05/05/2004,11/13/2004,Spring,Harris,TX,28063,30490,36831,42091,50915,54076,62003
449,0,3401,05/05/2004,11/13/2004,Chicago,Cook,IL,25540,29787,36293,41022,46619,55016,61876
450,0,3402,05/19/2004,11/13/2004,Draper,Salt Lake,UT,35908,37899,39953,36757,39302,49332,45477
451,0,3403,05/26/2004,11/13/2004,Aurora,Kane,IL,31780,39681,48514,54040,60181,63316,73709
452,0,3404,05/25/2004,11/13/2004,San Antonio,Bexar,TX,25420,27113,29854,30984,34430,38514,46487
453,0,3405,06/09/2004,11/13/2004,Phoenix,Maricopa,AZ,20403,19903,23890,27763,29327,30992,35940
454,0,3407,06/16/2004,11/13/2004,Tucson,Pima,AZ,26018,30554,34840,38370,40360,48070,72078
455,0,3408,06/14/2004,11/13/2004,Louisville,Jefferson,KY,60513,53468,57587,62263,63637,69174,74960
456,0,3410,06/15/2004,11/13/2004,Chicago,Cook,IL,32592,35703,45443,54701,65777,76039,105022
457,0,3411,06/24/2004,11/13/2004,Louisville,Jefferson,KY,17535,18584,24354,26897,29870,33743,38194
458,0,3412,06/23/2004,11/13/2004,Rolling Meadows,Cook,IL,19774,22343,30233,37043,39883,46684,54020
459,0,3414,06/21/2004,11/13/2004,Chicago,Cook,IL,41385,51029,62126,70596,75875,84892,94807
460,0,3415,06/25/2004,11/13/2004,Chicago,Cook,IL,31191,36480,48150,60811,69674,80566,90739
461,0,3416,06/29/2004,11/13/2004,Mooresville,Morgan,IN,21454,22271,24881,27724,30838,34453,40156
462,0,3417,06/29/2004,11/13/2004,Wauconda,Lake,IL,30683,32933,39624,76425,79434,80516,97040
463,0,3418,06/30/2004,11/13/2004,Berwyn,Cook,IL,28393,32268,41090,47423,54496,62011,69902
464,0,3419,07/06/2004,11/13/2004,Chicago,Cook,IL,34528,42652,51058,65108,78067,80893,102632
465,0,3420,07/14/2004,11/13/2004,Lake Orion,Oakland,MI,33857,38231,50995,57641,68883,92520,103180
466,0,3421,07/24/2004,11/13/2004,Frisco,Collin,TX,45061,47413,61105,80666,93839,137031,141526
467,0,3422,07/26/2004,11/13/2004,Chicago,Cook,IL,33579,40364,49353,57858,64211,73339,77803
468,0,3424,07/29/2004,11/13/2004,Chicago,Cook,IL,33181,34558,39556,42879,49577,63986,72751
